3025
100
7
264000
[[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[5.61,14.96,5.99,2.71,22.38,0.87,8.08],
[2.33,8.74,0.3,4.15,25.06,4.81,1.26],
[0.11,1.98,0,5.38,0.49,1.2,0.01],
[0,0.68,15.18,19.97,1.16,3.03,4.35],
[0.21,0.74,0.07,0.01,13.99,0.03,2.62],
[0.08,2.16,0.46,0.73,19.41,8.36,0.34],
[4.12,0.74,1.67,0.68,0.16,11.19,0.63],
[0.51,7.68,0.2,0.54,4.99,24.29,5.54],
[2.86,8.16,0.11,0.39,0.05,0.03,11.33],
[2.88,8.18,5.09,6.81,15.84,2.42,4.1],
[1.29,9.92,0.21,9.5,14.7,2.4,0.78],
[0.09,1,10.07,9.99,1.6,1.55,2.78],
[0.13,1.43,9.49,13.55,12.78,1.83,2.4],
[0.11,2.78,0.23,0.45,11.28,5.95,2.61],
[3.19,1.09,0.84,0.47,14.21,6.59,0.96],
[2.12,4.02,0.86,1.22,2.84,12.66,2.87],
[1.44,5.28,0.11,0.92,3.7,16.77,5.97],
[1.93,7.63,4.12,13.47,11.12,1.61,2.77],
[0.89,7.21,6.98,8.85,9.81,3.11,3.4],
[0.11,1.11,9.42,9.27,12.07,1.22,1.89],
[0.08,3.65,7.95,9.27,9.73,4.18,2.07],
[2.21,1.94,0.59,0.34,9.7,4.89,3.23],
[2.4,4.34,0.58,0.82,9.6,11.1,1.97],
[3.2,3.52,0.68,1.78,3.15,11.18,4.04],
[1.45,5.94,6.67,10.78,8.37,2.48,3.48],
[0.83,5.41,7.76,7.88,12.67,2.84,2.56],
[0.08,2.74,9.42,7.25,9.36,3.28,1.66],
[1.71,3.04,5.96,7.67,8.27,4.06,2.48],
[1.94,5.24,0.46,0.61,7.45,9.79,2.87],
[3.81,3.54,0.52,1.37,7.34,11.73,3.31],
[1.2,4.78,6.85,9.04,11.94,2.5,2.79],
[0.68,5.08,8.62,6.4,10.88,3.6,2.11],
[1.5,2.45,7.67,6.56,7.9,3.28,2],
[1.64,6.46,4.85,7.23,6.94,7.84,2.41],
[3.41,4.24,0.46,1.13,6.15,11.46,4.41],
[1,4.8,7.44,7.53,10.29,3.07,2.46],
[1.54,4.28,7.44,5.81,9.83,3.81,2.15],
[1.54,5.55,6.68,6.61,7.08,6.78,2.06],
[3.08,5.38,4.05,7.32,6.1,9.58,3.68],
[1.88,4.21,6.54,6.66,9.27,3.4,2.59],
[1.51,6.08,6.77,5.83,8.6,6.3,2.3],
[2.96,4.76,5.79,7.02,6.52,8.69,3.16],
[1.9,6.09,6.02,6.34,8.36,5.53,2.55],
[2.65,5.32,6.06,6.21,7.72,7.82,3.07],
[3.07,5.41,5.45,6.41,7.71,6.95,3.37],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0.52,7.96,6.44,0.16,0.41,6.85,1.92],
[1.2,10.9,3.43,0.16,5.25,0.15,16.19],
[8.86,1.55,6.06,0.01,14.58,0.23,2.53],
[12.55,2.98,13.78,9.07,0.06,0.38,1.19],
[0.29,25.92,0.28,0.42,0.08,8.74,3.05],
[5.48,17.58,10.86,3.62,7.72,14.36,4.71],
[0.78,21.58,2.58,2.67,15.96,8.74,0.92],
[25.92,3.18,1.64,0,0.99,17.05,12.4],
[13.31,6.44,32.4,0.41,3.28,3.25,0],
[1.67,6.37,3.45,0.31,4.74,5.33,8.36],
[4.53,5.56,9.36,0.14,7.39,0.13,8.21],
[7.24,4.45,7.13,5.84,9.12,0.21,1.32],
[7.29,13.41,8.06,5.02,0.15,4.86,4.09],
[3.01,14.77,8.59,3.52,4.67,7.93,2.65],
[5.55,13.12,5.43,6.26,8.39,7.93,2.37],
[14.8,10.99,1.44,1.84,8.65,9.06,6.63],
[13.77,9.43,17.84,0.3,1.64,8.57,8.3],
[3.13,4.24,6.36,0.34,5.32,3.76,5.77],
[4.87,4.77,7.3,4.04,6.09,0.17,6.41],
[5.18,9.18,5.39,4.77,6.41,3.8,2.77],
[9.86,9.88,8.28,4.24,3.23,5.29,2.94],
[4.57,16.14,6.02,7.21,5.62,6.29,1.77],
[10.63,8.75,4.48,5.76,5.87,11.14,8.07],
[10.02,9.7,15.4,1.97,8.83,6.04,6.5],
[4.01,4.36,5.76,3.03,4.67,3.3,5.3],
[3.98,9.98,5.6,3.88,4.86,2.92,7.89],
[7.4,7.85,6.45,3.91,9.4,4.09,2.28],
[11.64,12.64,6.23,5.95,4.22,4.8,2.29],
[8.03,12.41,5.9,7.7,4.4,8.48,6.09],
[8.26,9.27,12.23,5.87,6.64,8.59,9.01],
[3.6,8.1,4.79,3.13,3.93,4.08,7.23],
[6.32,8.31,7.18,3.28,7.89,3.27,6.31],
[9.45,10.15,5.2,4.99,8.07,4.07,1.87],
[11.37,10.52,5.68,6.32,3.54,6.8,5.12],
[6.72,11.05,10.62,8.33,5.37,6.93,7.43],
[6.02,7.09,6.05,2.75,6.59,4.61,6.06],
[8.64,11.09,6.15,4.18,6.92,3.42,5.54],
[9.49,8.77,5.04,5.33,6.73,5.7,4.48],
[10.19,9.51,10.49,6.96,4.58,5.8,6.24],
[8.53,9.52,5.31,3.59,5.94,4.31,5.58],
[8.56,10.06,6.21,4.57,5.94,4.88,6.53],
[8.78,8.19,9.03,5.97,6.64,4.98,5.74],
[8.25,8.8,5.44,4.03,5.2,5.89,6.2],
[8.18,9.14,8.99,5.24,5.89,4.37,6.93],
[8.12,8.13,8.05,4.75,5.24,5.41,6.46],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[2.93,24.5,12.2,0.12,8.74,0.39,32.16],
[0.25,34.86,0.34,16.99,6.37,7.76,34.2],
[0.73,0.83,5.64,2.16,3.33,3.41,8.82],
[3.2,21.58,2,27.9,5.28,10.81,6.73],
[0.05,12.05,7.68,0.18,0.97,12.75,20.03],
[15.57,12.65,0.24,14.53,6.27,0.27,0.86],
[34.28,0.39,6.55,6.59,0.03,0.3,1.39],
[23.39,2.53,0.59,5.95,1.13,34.94,0],
[24.15,4.21,22.38,15.79,4.93,27.31,0.87],
[1.55,20.09,9.71,12.36,5.1,4.28,22.13],
[0.37,20.21,3.07,16.81,3.4,4.02,17.1],
[1.6,17.77,2.86,14.86,2.94,5.43,5.23],
[1.91,11.67,3.84,20.21,2.66,7.88,10.1],
[10.97,8.24,6.2,8.73,3.18,9.91,16.69],
[17.83,10.17,3.69,7.55,3.92,0.56,0.77],
