225
25
9
336000
[[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0.58,0.04,0.95,0.41,4.18,1.31,3.73,0.32,4.65],
[28.35,13.89,16.94,0.04,0.02,0.65,0.07,5.71,0.94],
[28.58,7.8,34.11,2.67,18.48,8.9,11,1.71,0.83],
[5.15,8.69,0,1.36,0,14.74,6.88,13.16,6.44],
[16.58,9.78,9.25,0.38,2.61,0.69,2.88,4.92,5.12],
[18.98,7.52,18.01,1.6,12.72,4.77,6.79,2.86,1.77],
[14.4,5.51,22.8,3.96,12.18,8.13,6.12,13.08,3.31],
[13.15,6.55,12.02,1.09,8.62,4.46,5.03,3.39,6],
[12.77,7.72,15.22,3.47,12.57,5.42,4.65,8.77,2.47],
[10.08,7.97,11.68,2.64,9.45,4.53,4,6.83,4.78],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[16.19,5.61,4.84,6.06,0.04,14.1,3.35,0,0.06],
[0.07,1.6,3.18,0,0.1,2,0.16,0.33,12.9],
[0.16,13.01,7.53,0.04,24.57,0.65,15.79,0,10.4],
[7.88,1.96,0.72,1.08,23.6,0.06,1.94,11.38,7.22],
[11.56,6.81,7.95,4.07,0.14,7.19,2.82,0.22,9.22],
[0.08,6.7,3.88,0.02,15.42,1.01,9.58,0.23,7.81],
[6.12,13.34,3.95,0.88,16.06,0.61,8.13,7.51,5.97],
[8.33,6.48,5.64,2.92,11.05,5.42,6.69,0.24,6.43],
[4.52,10.18,2.66,0.69,11.65,0.72,7.02,5.14,6.71],
[7.8,8.18,4.25,2.32,9.01,4.54,5.36,3.92,6.62],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[38.63,0.49,1.98,6.66,0.18,24.43,1.23,7.96,0.06],
[1.31,11.86,2.98,2.95,3.48,4.74,6.09,22.65,2.58],
[1.55,6.02,10.95,3.84,0.43,0.22,27.23,1.31,14.42],
[12.3,0.03,9.72,5.48,11.81,0.08,15.13,11.66,15.57],
[21.88,9.84,4.92,3.45,2.97,12.27,3.06,11.45,1.49],
[2.86,6.29,5.48,2.28,3.43,3.98,13.63,12.34,7.27],
[12.14,3.75,6.9,3.15,6.65,0.11,14.71,11.26,10],
[14.59,6.56,4.71,3.7,4.07,8.22,9.81,8.23,4.94],
[13.04,4.24,4.76,2.81,5.11,2.95,9.85,11.59,6.74],
[15.73,4.94,4.9,3.25,4.5,6.17,7.71,8.87,5.06],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[6.13,4.87,2.04,22.18,4.56,7.45,7.68,3.54,0.71],
[12.95,12.01,0.82,5.02,7.53,0.38,10.53,15.62,8.86],
[0.77,23.46,0.04,7.8,0.56,4.26,0.05,0.01,0.36],
[3.15,0.01,11.05,3.25,14.58,23.87,3.98,26.35,1.92],
[18.66,16.34,2.77,11.1,4.15,4.1,6.15,7.82,4.71],
[7.04,12.46,0.45,4.38,6.76,2.25,7.53,10.64,7.34],
[3.65,15.92,7.83,4.01,8.19,12.03,2.39,17.28,2.08],
[15.19,12.51,2.23,11.51,4.51,6.02,5.16,7.4,5.8],
[5.37,10.63,5.27,3.15,7.4,8.4,5.31,14.16,8.76],
[11.4,10.21,4.51,8.68,5.72,8.03,4.2,10.63,8.23],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[10.49,7.33,6.92,0.34,6.73,22.71,20.93,0.86,1.45],
[0.25,1.98,0.28,9.55,1.16,7.41,3.59,1.25,0.43],
[0,1.04,2.67,0.53,13.47,7.88,0.23,11.62,17.05],
[9.77,0.02,0.34,8.08,22.04,5.64,6.77,1.33,14.1],
[6.08,3.67,3.87,7.8,7.12,11.43,10.57,2.09,1.78],
[0.17,2.97,1.39,8.22,7.12,15.29,3.16,6.04,13.47],
[6.5,0.79,1.37,4.36,12.19,4.57,3.83,6.01,10.43],
[4.33,3,4.91,9.65,6.93,12.22,7.07,4.17,13.53],
[5.52,2.79,0.98,6.36,8.14,10.27,3.46,4.3,9.28],
[5.87,2.59,4.11,7.39,9.11,9.17,7.68,3.28,10.15],
[0.92,15.02,1.25,5.75,1.22,0.87,5.61,1.92,32.24],
[33.05,1.71,4.23,0.49,0.54,12.55,1.94,0.7,10.76],
[0.48,13.57,0.08,0.83,0.08,8.61,4.23,0.97,1.64],
[31.76,7.37,7.96,0.83,0.9,0.57,27.38,0.13,1.07],
[0.31,1.36,13.57,9.72,14.91,23.53,1.48,0.38,0.78],
[13.1,6.36,2.08,2.63,1.43,8.48,2.52,0.93,14.95],
[16.39,6.1,7.23,0.45,0.21,7.88,2.06,2.02,5.28],
[16.25,7.09,14.96,0.9,14.61,5.46,10.61,0.64,3.75],
[10.74,6.06,7.29,3.52,9.28,10.18,9.87,8.34,5.17],
[14.91,6.78,6.91,1.82,1.1,6.81,2.36,2.16,9.67],
[17.35,5.69,10.17,0.68,11.51,5.8,6.76,1.24,4.45],
[11.37,7.54,13.28,2.58,11.76,8.36,6.99,8.23,3.74],
[15.28,6.22,8,1.82,8.45,6.62,5.64,1.65,8.04],
[13.11,7.76,10.12,1.99,10.51,7.85,5.32,5.99,4.48],
[12.06,7.82,8.22,2.72,8.4,7.79,4.8,4.88,7.11],
[18.06,13.83,1.39,5.64,1.88,3.08,0.01,2.93,1.69],
[35.87,0.42,0.15,7.11,4,0.32,0.36,20.67,1.71],
[26.14,16.47,0.11,0.94,17.46,1.77,12.01,0.13,15.13],
[12.01,4,0.05,7.49,0.01,6.77,32.81,2.38,9.81],
[8.12,10.4,4.15,0.41,1.69,6.66,0.2,2.51,12.25],
[18.78,5.22,2.68,4.25,1.97,13.74,1.57,9.18,1.17],
[21,6.42,2.14,3.19,7.56,2.85,4.84,11.67,6.27],
[12.83,7.05,6.16,3.58,11.08,2.87,15.19,1.04,8.37],
[6.79,5.21,4.02,2.92,12.04,4.52,12.04,9.31,7.62],
[16.51,6.67,5.39,3.12,5.04,8.67,3.39,7.59,4.39],
[15.32,5.32,3.76,3.63,9.99,3.34,9.47,7.8,6.05],
[9.49,6.93,4.64,2.24,11,3.12,9.62,8.32,7.6],
[13.62,5.78,4.54,3.41,8.45,7.24,7.18,6.01,4.99],
[12.43,6.3,3.41,2.67,9.12,3.36,7.39,9.47,6.08],
[11.7,6.51,4.37,2.72,7.7,6.49,5.92,7.79,5.25],
[0,0.71,2.69,4.68,0.88,0.48,0.57,1.62,0.22],
[13.94,0.44,2.62,26.28,2.62,2.31,0.82,4.9,0.39],
[1.02,0.47,5.95,1.36,0.55,0,0.02,1.98,15.68],
[1.9,2.9,0.45,35.03,0.42,6.62,28.2,6.96,0.58],
[9.68,3.86,33.29,3.15,1.07,6.7,0.33,0.85,37.15],
[17.23,1.79,3.11,11.08,1.66,10.74,2.98,5.86,0.26],
[5.99,8.26,4.01,9.26,4.6,2.07,5.72,14.94,5.67],
[1.72,10,4.18,12.25,0.65,2.63,13.57,3.17,8.65],
[8.51,2.26,11.26,12.77,9.27,7.98,10.11,14.78,13.67],
[16.71,10.49,5.24,6.96,2.98,6.59,3.69,9.3,3.45],
[4.08,7.51,3.14,12.61,4.68,2.57,9.68,11.8,6.96],
[8.33,8.46,9.68,8.1,6.33,4.86,8.26,13.06,12.63],
[12.83,8.23,3.88,10.13,3.83,6.22,7.32,8.72,5.35],
[8,6.57,7.29,9.54,5.94,4.94,6.99,12.88,10.36],
[12.13,6.96,6.77,8.41,4.76,6.32,5.73,10.26,8.43],
[15.02,0.05,10.44,23.6,4.09,16.02,0.06,2.33,3.92],
[3.38,0.51,0.68,0.19,2.44,12.2,2.44,1.64,0],
[24.36,17.29,1.45,1.66,5.09,0.02,8.49,2.42,5.09],
[16.53,0.11,6.96,23.12,0.44,0.34,7.03,25.49,1.62],
[0.7,0.14,1.6,0.03,0.04,9.59,10.63,1.53,14.96],
[6.23,4.21,3.95,10.76,5.91,10.1,9.83,1.48,1.33],
[12.05,6.64,1.05,5.35,2.97,4.82,8.05,5.64,3.9],
[13.76,11.53,3.36,8.97,5.1,4.08,5.25,11.14,5.97],
[6.05,0.09,4.11,7.9,12.24,12.1,9.41,11.65,6.46],
[10.45,8.7,2.75,8.21,4.63,6.22,7.88,4.18,3.76],
[10.72,7.12,2.19,7.88,5.55,7.64,7.66,8.56,8.38],
[8.51,8.26,4.12,5.96,8.37,7.47,7.68,11.24,6.57],
[10.1,7.1,3.13,9.17,5.04,7.85,6.94,6.64,8.58],
[8.24,6.37,3.09,5.68,6.66,8,7.62,8.51,8.55],
[8.51,6.03,3.83,7.22,6.66,8.01,7.57,6.88,9.18],
[15.38,9.62,0.88,3.8,1.06,1.54,3.56,1.65,17.7],
[22.99,0.86,3.46,3.82,4.01,7.24,0.98,11.72,5.46],
[15.38,10.06,0.06,0.59,12.51,4.32,6.07,0.97,7.86],
[16.16,3.96,4.9,7.21,0.53,3.58,20.14,1.3,5.1],
[6.68,5.33,16.81,5.42,7.72,11.78,0.76,1.28,10.75],
[15.93,4.34,2.2,3.09,2.25,9.97,1.88,5.68,9.45],
[18.38,6.69,5.28,1.92,6.8,5.91,3.18,9.05,5.39],
[13.97,5.79,11.42,3.14,11.77,3.9,11.87,1.3,5.19],
[9.72,5.08,9.73,5.46,7.94,6.88,10.11,8.26,6.45],
[15.34,6.71,5.83,2.15,4.57,7.33,2.88,6.21,7.87],
[15.6,5.27,8.16,3.01,10.81,4.66,7.67,6.1,4.65],
[10.43,5.71,11.56,3.59,9.92,5.53,8.06,8.64,6],
[14.14,5.75,6.73,2.88,8.36,6.59,6.26,4.93,6.65],
[12.78,6.13,9.08,3.49,9.33,5.83,6.08,8.73,5.42],
[12.25,6.6,7.7,3.31,7.68,6.88,5.29,7.1,6.81],
[12.02,11.78,1.43,3.46,2.7,1.56,0.33,1.58,1.68],
[18.3,0.29,1.43,13.15,2.26,2.33,0.42,10.34,0.86],
[21.55,13.15,3.5,0.78,9.94,1.14,7.72,1.07,10.27],
[12.46,6.88,0.23,17.55,0.34,4.47,20.39,3.51,8.53],
[5.96,13.73,17.13,3.14,0.94,13.36,0.52,1.27,18.71],
[13.58,4.85,2.83,8.05,2.23,10.26,2.48,6.23,1.02],
[16.26,7.5,3.27,5.59,6.11,2.57,5.14,10.31,6.09],
[13.8,8.92,4.1,7.36,6.81,2.63,11.32,1.9,7.61],
[7.77,8.39,6.97,8.29,10.3,8.39,8.38,11.39,10.9],
[15.01,8.26,5.31,5.4,4.5,6.82,3.82,6.84,4.48],
[13.3,6.45,3.01,7.89,7.93,2.73,8.46,8.05,6.68],
[10.73,9.02,7.19,5.39,8.93,5.53,7.2,10.09,9.46],
[13.26,7.26,4.03,7.27,6.69,6.3,6.5,6.2,5.67],
[11.13,7.22,5.5,6.31,7.82,5.2,6.36,10.19,8.56],
