225
25
10
354000
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[3.81,5.18,0.64,14.74,1.31,2.42,1.28,2.12,1.9,0.28],
[5.64,0,7.03,5.58,0,4.38,36.72,2.25,0.98,3.62],
[7.45,12.55,1.77,5.02,18,0.3,16.53,2.55,0.13,4.93],
[0.06,1.16,16.88,0.08,0.97,11.28,0,1.2,0.79,5.22],
[3.21,3.54,3.7,7.5,0.87,2.36,20.76,4.37,1.01,1.93],
[4.41,8.24,8.22,10.6,12.02,2.36,19.08,1.6,0.5,2.88],
[4.57,6.6,8.79,3.84,9.86,6.5,10.96,3.67,0.4,3.38],
[3.75,6.13,6.47,8.22,8.05,1.63,13.92,2.92,0.69,1.92],
[3.25,6.29,8.21,10.37,9.72,8.39,12.94,2.45,0.82,2.96],
[3.31,4.99,6.43,8.08,7.51,6.43,10.47,2.75,0.75,2.27],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0.08,0.22,5.31,1.48,8.2,0.86,10.58,1.3,1.84,21.32],
[6.62,0.05,0.51,22.58,9.16,2.35,0.01,25.28,2.08,13.06],
[0.04,9.33,14.05,3.51,16.19,1.62,4.65,17.94,2.83,0.03],
[2.06,5.15,12.75,1.84,0.08,2.12,0.2,15.02,0.01,0.02],
[4.94,0.11,4.98,12.19,5.8,1.19,7.29,13.9,1.31,11.79],
[4.78,5.81,7.92,11.46,8.78,1.35,2.96,14.61,1.66,9.13],
[1.21,5.03,8.94,5.27,11.6,1.26,3.87,11.03,1.99,0.02],
[5.31,4.78,6.45,8.52,8.25,0.95,5.36,10.06,1.56,8.4],
[3.29,3.92,6.14,8.16,7.77,1.53,3.68,13.46,1.37,6.76],
[3.98,3.58,5.99,6.58,8.69,1.14,4.59,10.98,1.54,6.46],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[1.22,1.02,1.58,1.14,0.68,9.86,2.78,20.61,4.68,30.81],
[11.42,13.52,7.33,0.13,2.25,0.94,20.22,8.32,35.28,4.15],
[2.65,1.55,1.13,0.9,0,4.5,26.14,17.88,37.32,4.29],
[9.2,7.26,14.31,4.12,1.05,0.16,3.51,29.88,20.1,17.35],
[10.91,7.22,3.67,1.1,2.78,5.17,10.34,10.56,18.07,15.77],
[5.71,7,7.55,0.46,1.56,2.26,15.58,9.34,24.21,2.81],
[4.61,8.11,7.62,2.06,0.74,2.54,13.38,16.43,20.02,8.67],
[7.77,5.19,5.44,0.8,2.74,6.63,10.46,14.33,16.17,13.8],
[8.54,7.3,7.4,1.46,2.26,1.75,10.39,12.74,19,7.87],
[11.54,5.56,5.6,1.85,3.69,5.86,7.85,13.45,14.3,12.36],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
