225
25
10
366000
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[1.82,0.27,9.33,13.62,0.42,4.77,5.99,3.08,7.45,0.95],
[19.53,0.23,0.37,14.91,20.03,19.85,15.18,12.5,3.98,0.49],
[1.17,0.05,6.73,15.96,0.82,6.88,17.23,0.04,0.47,3.59],
[5.15,9.25,2.74,32.48,2.04,1.05,22.71,1.5,0.06,19.34],
[10.26,0.17,7.71,9.52,15.58,9.92,7.76,6.25,3.99,1.42],
[10.61,0.12,3.68,10.3,11.2,10.03,10.82,7.88,2.05,3.61],
[5.85,5.74,3.45,17.12,2.77,3.5,13.44,1.19,0.24,9.73],
[7.84,0.11,5.82,9.86,13.02,6.69,7.98,5.4,2.69,4.55],
[8.23,4.73,2.46,16.21,7.61,6.97,12.65,5.27,1.47,6.61],
[6.46,3.64,4.61,12.9,9.8,5.23,9.56,4.05,2.02,5.69],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[5.45,1.86,3.48,6.52,10.49,6.23,14.53,4.96,20.03,0.56],
[25.99,12.35,0.13,0.06,19.41,0.18,1.38,0.34,11.96,1.88],
[3.7,3.86,16.47,5.54,6.52,28.05,0.53,0.37,2.23,2.95],
[0.41,3.1,4.84,8.74,4.9,0.95,0.39,0.18,26.21,10.31],
[13.03,6.28,2.86,4.81,10.42,4.98,13.59,4.39,11.01,2.31],
[13.26,6.2,10.09,3.35,9.78,17.32,0.7,0.24,12.89,1.65],
[1.92,6.95,8.26,14.16,11.38,15.89,0.31,0.19,13.86,5.16],
[8.93,4.19,7.01,4.1,7.19,12.06,9.93,3.06,10,1.7],
[9.4,5.94,6.8,12.1,9.52,14.46,0.61,0.18,13.01,4.28],
[7.24,4.46,5.28,9.35,8.38,10.91,8.49,2.56,12.1,4.4],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[6.48,0.02,0.53,7.53,0.72,14.1,1.86,0.35,0.59,0.04],
[0.97,3.7,0.41,0.06,8.53,0.01,1.38,4.09,7.76,11.62],
[1.75,1.45,11.23,6.02,39.43,12.25,2.49,6.92,0.54,3.28],
[3.56,0,0.05,31.6,0.31,4.5,0.01,19.28,0.41,5.48],
[3.3,2.67,0.32,5.51,4.51,9.69,1.09,3.76,7,8.24],
[2.68,1.89,6.33,3.65,19.75,7.91,1.34,3.79,4.17,5.82],
[1.88,1.02,7,15.89,24.15,16.12,1.57,9.77,0.32,3.01],
[2.83,1.79,5.22,4.62,13.66,8.82,1.51,3.1,5.62,5.63],
[2.01,1.29,5.81,10.71,16.69,15.03,1.06,8.01,3.36,6.45],
[2.56,1.34,5.75,11.89,13.61,12.24,1.42,7.44,5.33,7.22],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
