225
25
10
372000
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[15.24,0.73,0.86,1.51,0.54,22.31,4.03,9.07,7.49,3.25],
[13.73,1.46,0.49,0.43,18.73,4.68,19.16,0.08,0.01,0.37],
[0.18,16.82,10.13,0.3,0,0.43,1.17,18.18,28.35,2.08],
[24.01,0.19,2.83,0.94,2.93,17.35,8.28,0.77,19.22,0.77],
[9.67,2.15,1.33,0.76,14.97,11.18,9.6,6.67,5.12,3.15],
[10.32,8.88,8.56,0.25,12.57,2.46,16.71,11.37,18.65,2.22],
[14.74,10.14,5.07,0.47,1.92,10.03,4.23,10.14,16.15,1.06],
[7.71,5.96,8.72,0.64,14.97,7.77,11.95,9.16,12.94,5.1],
[12.6,7.71,5.93,0.51,8.41,11.53,11.38,9.33,12.8,1.52],
[11.28,5.8,7.2,0.61,11.4,10.93,9.02,7.69,10.2,4.19],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0.11,3.54,1.58,4.56,0.02,5.45,6.99,0.36,4.35,1.07],
[8.74,2.21,2.76,2.53,0.39,1.2,0.05,30.42,2.83,0.37],
[0.04,0.08,11.42,0.21,1.28,5.15,14.58,31.28,3.59,1.38],
[10.72,11.81,6.96,4.68,16.02,2.18,4.15,1.51,0.92,7.72],
[6.55,5.69,1.5,2.46,0.21,6.14,5.08,18.31,7.13,0.54],
[5.45,1.81,13.2,2.32,0.64,2.58,9.19,20.57,2.16,0.69],
[7.62,7.27,6.31,2.6,8.51,7.13,7.3,17.28,4.23,3.89],
[6.13,5.61,9.28,1.97,0.44,4.38,7.28,14.45,4.76,0.98],
[6.57,4.99,8.82,2.42,6.4,5.17,6.22,13.93,2.82,2.88],
[5.99,5.82,7.03,2.45,5.02,4.96,5.46,10.89,3.98,2.25],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[5.61,0.08,39.87,2.67,0.87,27.83,27.53,2.4,0.49,0.64],
[2.35,0.3,9.68,1.14,11.47,31.92,0.31,4.29,2.78,3.35],
[8.08,4,0.74,0.03,0.02,0.28,35.11,0.24,0.03,6.73],
[9.95,4.5,16.76,14.63,0.3,29.18,0.17,10.49,1.39,3.62],
[2.89,0.15,19.94,3.7,10.34,19.96,20.51,2.32,2.96,1.69],
[9.86,2.14,5.16,0.91,7.33,19.47,21.41,2.35,2.06,3.56],
[6.04,8.5,9.32,9.33,0.16,21.55,25.17,8.2,0.82,3.61],
[6.66,1.6,13.69,3.49,9.82,14.4,20.91,1.62,3.12,2.47],
[6.86,6.79,13.82,6.22,6.14,20.48,23.01,5.69,1.51,2.68],
[5.28,5.87,14.96,5.65,9.61,18.18,19.96,4.71,2.34,2.03],
[0,0,0,0,0,0,0,0,0,0],
