225
25
10
384000
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[5.88,8.69,2.88,0.91,23.19,33.37,0.06,8.41,8.99,20.87],
[7.37,0.53,20.54,0.04,0.38,0.12,21.52,1.58,0.07,21.91],
[30.58,0.76,7.33,5.06,2.51,8.41,2.33,19.97,0.01,18.18],
[1.2,0.45,0.62,2.4,13.78,2.46,5.61,5.51,6.09,9.77],
[13.23,4.72,10.49,0.77,17.69,21.02,15.15,4.23,5.52,14.26],
[15.29,1.28,10.4,3.08,1.28,6.34,11.18,18.12,0.06,13.42],
[17.14,1.19,6.72,2.65,14.78,4.21,7.71,9.99,4.18,9.75],
[13.05,3.21,7.02,2.12,11.88,14.73,11.46,12.24,3.96,13.06],
[11.61,1.97,7.52,2.06,11.26,4.34,9.15,12.63,3.43,10.65],
[10.26,2.77,5.65,1.6,13.51,11.23,9.11,9.51,4.42,10.3],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0.55,15.18,9.2,13.11,0.14,0.05,1.43,1.46,0.34,0.01],
[0.66,1.13,0.87,0.17,12.2,35.2,0.05,5.35,1.39,8.45],
[9.07,6.73,0.17,0.51,0.06,0.95,1.07,7.14,9.55,24.99],
[10.95,21.26,2.51,7.68,12.35,13.57,4.26,0.15,1.79,6.99],
[0.41,8.12,4.83,7.85,9.08,22.6,0.81,6.4,0.7,5.81],
[8.12,7.07,0.95,0.65,8.73,20.24,0.89,4.21,4.86,12.61],
[6.7,10.68,2.22,6.78,7.71,12.08,2.13,5.56,10.31,12.51],
[5.74,7.42,3.22,5.25,9.68,19.29,0.84,4.53,3.58,8.47],
[5.95,7.91,2.98,6.17,8.22,16.27,1.44,3.78,7.75,8.44],
[4.58,9.43,3.44,6.67,8.15,15.37,1.51,3.75,6.8,6.41],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[1.84,10.86,14.63,1.04,12.15,3.73,18.85,10.26,6.09,0.45],
[0.5,0.25,0.03,2.51,25.78,0,22.24,0.4,0.79,4.44],
[1.57,0.08,0.58,1.9,3.51,0.1,6.06,6.09,1.34,1.04],
[10.63,0.64,2.06,0.01,0.06,28.28,0.56,5.54,0,8.69],
[0.92,6.3,9.31,3.44,13.49,2.57,13.74,8.45,3.12,2.32],
[0.79,0.13,0.5,1.48,13.18,0.08,11.13,3.29,2.11,5.08],
[10.85,0.33,2.49,1.2,2.69,17.79,5.64,3.88,0.86,4.49],
[1.37,4.75,6.28,2.29,9.05,2.22,9.45,6.11,2.52,3.96],
[7.97,0.39,2.35,1.04,8.81,12.98,7.75,2.61,1.93,4.62],
[8.03,3.56,5.23,1.72,6.79,10,7.79,5.63,2.06,3.65],
[0,0,0,0,0,0,0,0,0,0],
