225
25
10
372000
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[1.9,6.3,10.4,2,0.05,0.1,8.12,5.85,0.05,5.68],
[4.06,3.05,11.28,3.2,0.26,2.78,4.47,1.67,17.88,2.67],
[0.01,7.57,0.15,1.11,3.41,4.23,6.59,0.01,12.4,10.35],
[12.4,0.15,0.05,35.2,6.06,9.37,2.76,1.16,1.33,17.29],
[2.12,3.31,7.23,5.15,0.27,2.28,12.41,2.93,11.3,2.97],
[2.6,3.87,6.76,4.13,3.07,2.39,3.75,1.05,10.26,5.18],
[8.47,4.44,0.18,20.04,9.34,13.27,9.08,0.84,6.45,9.51],
[1.73,5.14,5.13,7.13,2.73,1.87,8.29,1.95,7.84,6.25],
[5.96,2.96,4.72,13.49,9.5,9.11,6.06,0.94,6.86,6.72],
[4.72,4.68,3.9,11.41,8.94,6.85,7.54,1.95,6.01,6.23],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[13.47,1.05,4.47,0.86,2.67,1.36,0.26,0.21,23.26,2.33],
[0.05,8.45,13.83,5.81,6.41,3.7,1.84,3.38,33.05,1.43],
[21.85,0.29,1.26,11,3,10.04,2.42,10.86,26.65,1.41],
[0.59,2.65,4.15,6.77,5.45,8.24,6.34,1.51,4.56,2.71],
[8.44,8.32,6.96,2.96,3.29,4.87,0.94,1.83,19.05,3.72],
[15.33,4.78,12.85,5.88,3.35,5.09,1.43,5.45,20.01,0.95],
[12.56,1.37,2.08,6.09,8.33,6.12,8.45,10.95,13.45,1.45],
[12.13,7.06,8.84,4.01,2.37,4.37,0.96,3.69,17.02,2.49],
[13.15,5.69,8.57,4.63,5.73,4.38,5.77,7.6,13.53,1.42],
[10.59,8.74,6.64,3.48,4.86,4.5,4.65,6.13,12.76,3.07],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[1.2,24.01,1.62,4,27.98,10.22,0.05,6.41,26.86,0.44],
[4.68,7.64,0.66,0.01,5.61,1.08,0.04,8.9,0.2,11.38],
[0.01,0.29,0.3,6.02,5.95,19.78,7.49,16.82,0.43,6.81],
[25.7,1.51,29.34,10.58,17.29,1.05,0.4,14.2,20.1,3.15],
[5.5,12.07,0.83,2.53,14.04,5.32,0.08,15.24,19.58,6.38],
[3.25,6.28,0.94,4.21,3.86,16.99,4.67,8.99,0.23,6.26],
[16.85,1.64,17.77,5.75,8.73,10.85,4.11,10.38,15.65,3.55],
[5.46,8.33,0.78,3.42,12.8,11.85,3.27,10.97,13.99,4.43],
[11.38,7.34,12.04,4.05,8.09,13.94,3.75,8.05,11.54,4.84],
[9.43,7.53,10.24,3.94,11.52,10.54,3.1,11.4,15.27,4.04],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
