225
25
10
354000
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0.76,0.26,13.99,8.24,13.68,19.53,5.02,5.51,2.81,1.08],
[1.39,27.38,9.33,4.71,8.53,14.96,7.18,0.08,1.02,0.31],
[6.09,9.37,1.28,30.42,10.95,22.45,0.22,1.94,4.9,4.74],
[1.02,9.37,11.47,12.1,5.45,37.24,10.35,2.55,1.11,23.05],
[2.12,16.65,7.93,12.79,7.6,11.6,4.13,3.29,3.68,1.32],
[3.05,13.82,4.77,15.44,19.43,12.72,5.77,1.6,2.46,4.18],
[6.41,6.25,11.06,15.56,5.78,20.52,6.05,1.51,5.56,11.56],
[2.38,11.13,5.35,13.37,13.16,14.33,3.89,2.51,2.94,5.07],
[4.59,13.04,8.06,10.43,13.31,17.44,5.87,1.23,4.04,7.79],
[3.47,12.59,9.32,10.55,10.06,15.31,4.66,2.29,3.48,6.57],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0.46,9.29,1.28,0.34,0.12,1.46,0,1.41,0.11,1.39],
[1.41,19.28,4.96,28.5,13.62,9.64,0.38,2.83,0.03,1.9],
[17.88,24.43,26.5,15.07,22.04,17.29,2.58,9.2,0.5,7.49],
[0.08,3.23,16.3,9.03,17.52,21.26,20.35,1.01,5.06,18.24],
[0.71,10.13,2.48,17.16,9.99,9.9,0.25,1.5,0.06,1.11],
[16.21,14.67,13.33,15.23,12.23,9.34,1.31,4.62,0.44,8.78],
[11.18,12.52,14.68,8.29,13.28,12.92,10.46,4.78,2.64,9.36],
[11.97,11.34,9.81,11.57,8.91,8.02,0.88,3.66,0.3,6.06],
[15.11,9.78,9.8,12.57,10.76,10.36,7.52,3.18,1.77,7.82],
[13.36,8.6,7.77,11.42,9.38,10.49,5.88,2.96,1.39,5.88],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[10.35,0.11,0.3,11.47,0.11,9.2,1.1,4.15,3.86,0.07],
[0.61,0.34,5.54,11.23,3.89,1.67,3.89,18.79,0.66,1.36],
[1.94,22.11,5.78,0.22,0.16,2.14,7.8,0.55,0.2,3.2],
[3.73,16.59,2.42,1.45,8.16,22.11,0.07,20.1,0.02,9.16],
[5.64,0.17,3.04,7.57,2.23,4.63,1.95,9.41,4.08,1.16],
[2.42,16.78,3.78,6.58,3.22,3.81,4.12,15.04,0.33,1.65],
[5.57,13.03,7.96,1.49,4.79,11.58,4.76,11.55,0.2,4.63],
[4.11,12.51,2.54,5.25,2.77,3.95,2.97,10.63,3,1.2],
[6.47,11.47,5.33,4.47,4.02,7.97,3.19,13.26,0.24,3.57],
[5.7,9.43,4.06,4.15,3.17,8.49,2.72,10.03,2.32,3.08],
[0,0,0,0,0,0,0,0,0,0],
