225
25
10
354000
[[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0.32,1.46,6.09,0.27,0.47,6.66,13.21,4,10.44,19.41],
[17.82,6.37,0.4,3.28,8,0.04,24.64,1.69,15.96,10.22],
[1.73,0.03,15.02,2.21,18.06,0.41,0.51,14.74,2.86,10.63],
[9.95,2.78,7.49,3.43,1.53,2.78,14.26,4.26,1.23,16.36],
[10.5,3.19,5.36,3,6.94,4.79,13.21,2.06,9,10.36],
[9.33,4.54,8.65,1.86,9.36,0.21,14.4,7.63,8.04,6.95],
[10.55,2.06,7.93,1.92,9.56,1.42,11.64,7.39,1.47,9.2],
[7.86,3.17,7.04,2,6.91,3.26,9.76,8,6,10.28],
[9.66,6.46,5.83,2.32,6.45,1,12.98,5.09,6.23,8.94],
[7.78,5.4,5.51,2.76,5.23,3.94,10.32,6.17,4.93,9.47],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[1.23,18.12,12.5,31.05,6.23,0,2.4,17.05,12.6,3.98],
[0.16,0.14,0.26,0.14,2.49,0.07,1.3,1.05,2.42,0.15],
[5.78,5.22,25.78,32.48,1.92,3.48,0.27,1.22,4.38,0.31],
[5.28,1.66,6.02,0.79,0.14,12.25,0,0.36,13.11,1.82],
[0.63,13.21,7.31,19.42,3.19,0.05,3.64,14.89,6.33,3.27],
[4.59,3.01,19.08,23.14,4.4,2.04,1.43,0.76,6.7,0.16],
[3.69,6.54,12.89,18.8,1.03,6.13,0.16,1.49,6.61,1.93],
[3.06,9,13.85,21.3,3.41,1.46,4.03,10.39,6.12,2.25],
[3.22,5.62,13.33,20.02,3.51,4.11,1.17,1,5.93,1.38],
[2.43,7.98,10.6,17.87,2.83,3.09,3.68,7.79,6.45,2.15],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[18,9.77,0,5.06,0.55,0.23,24.08,3.89,7.3,7.53],
[35.87,9.68,3.62,5.45,0.02,14.42,14.63,0.08,10.67,1.45],
[1.82,21.39,23.81,4.84,5.48,0.13,24.22,5.02,20.8,9.29],
[7.68,11.52,20.54,21.52,18.91,7.18,7.64,15.85,0,21.39],
[18.97,6.48,2.46,3.5,0.32,8.55,13.3,3.03,6.1,3.78],
[19.74,11.12,12.1,3.43,3.86,8.8,13.35,2.97,11.05,4.71],
[8.83,11.47,14.82,10.77,9.47,5.5,12.17,7.97,13.95,11.05],
[13.4,10.77,8.12,3.31,2.58,7.73,16.89,2.99,9.45,7.52],
[14.56,8.32,9.89,10.09,6.34,7.23,9.19,5.32,9.33,7.62],
[11.42,8.28,7.43,7.65,4.89,6.35,12.69,5.69,9.57,7.67],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0],
