3025
100
9
318000
[[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0.01,0.03,0.34,3.65,1.46,5.12,3.81,6.55,1.57],
[1.69,1.25,3.89,0.35,0.81,1.39,1.05,0.01,33.05],
[0.01,0.86,3.38,12.4,9.07,20.74,3.54,0.05,12.5],
[0.42,22.31,3.46,7.45,5.31,0.35,10.76,0.13,0.19],
[0.49,0.08,6.7,13.11,5.75,0.01,0,0.3,0.39],
[2.69,11.81,20.42,5.75,4.44,20.74,0.13,1.67,0.57],
[6.02,1.17,17.7,6.48,12.3,14.1,8.41,0,11],
[6.41,0.53,25.49,7.11,0.74,8.2,6.44,0.77,0.88],
[5.54,0.72,5.99,0.01,18.3,5.28,0.68,2.83,0.22],
[1.05,0.98,3.58,1.91,2.24,6.12,1.91,4.18,18.28],
[1.04,2.09,7.27,9.9,4.78,11.17,1.77,0.06,16.82],
[0.24,12.53,2.28,6.83,4.96,15.86,5.42,0.06,7.43],
[0.91,14.04,9.98,7.12,3.69,0.27,7.27,0.16,0.57],
[1.36,8.57,10.28,6.78,3.42,13.61,0.09,0.84,0.95],
[8.49,6.17,12.74,12.22,6.23,11.82,5,1.13,6.04],
[4.14,1.66,14.63,4.53,6.68,7.7,4.99,0.5,10],
[3.99,0.42,12.75,4.91,15.16,4.6,6.15,3.38,0.44],
[0.96,2.15,7.99,6.66,3.51,8.62,2.98,2.95,12.19],
[1.2,8.37,4.84,6.61,3.37,12.68,3.99,0.05,11.21],
[0.76,11.62,6.69,8.97,5.05,12.54,4.9,0.12,4.99],
[1.07,11.46,9.01,5.14,3.28,9.46,5.94,0.65,1.25],
[6.39,6.57,8.97,8.83,6.49,9.35,3.57,0.8,4.03],
[5.72,4.16,15.52,8.16,4.45,9.65,3.6,0.85,8.23],
[3.87,1.11,9.87,3.54,11.24,6.48,4.54,2.9,7.46],
[1.29,6.31,6.16,5.02,2.89,9.72,3.67,2.45,9.19],
[1.75,8.81,6.28,9.81,4.05,12.01,4.31,0.11,8.56],
[0.84,9.64,6.79,6.74,3.99,13.17,4.64,0.49,3.87],
[4.82,8.68,9.42,7.99,5.06,7.2,5.74,0.74,3.1],
[4.8,4.95,11.64,6.71,5.56,9.14,2.8,0.65,6.37],
[6.04,3.28,11.7,6.14,8.81,7.55,3.45,2.25,7.33],
[1.95,7.06,6.35,7.88,3.34,9.62,3.75,1.96,7.63],
[1.48,7.72,7.04,7.9,3.34,11.78,4.54,0.39,7.37],
[3.89,7.72,7.55,7.79,6.07,11.1,4.63,0.61,5.84],
[3.86,6.99,10.51,6.4,4.51,7.76,5,0.61,5.1],
[5.63,4.33,9.36,5.44,7.92,7.38,2.78,1.81,6.23],
[1.64,6.44,7.53,6.62,2.9,9.94,3.9,2.15,7],
[3.55,6.44,7.2,7.99,5.44,10.57,4.34,0.51,7.62],
[3.24,6.54,8.78,6.54,5.78,10.15,4.24,0.52,8.04],
[4.81,5.91,8.76,5.34,6.86,6.48,5.04,1.52,5.24],
[3.2,5.52,7.27,6.85,4.68,9.11,3.89,2.19,7.03],
[3.04,5.62,8.73,7,5.43,9.6,4.17,0.45,8.62],
[4.23,5.63,7.52,5.66,7.08,8.85,4.46,1.31,8.31],
[2.81,4.92,9.03,6.13,4.75,8.48,3.75,1.92,7.78],
[3.82,4.94,7.67,6.25,6.43,8.63,4.54,1.15,8.48],
[3.45,4.39,8.11,5.57,5.73,7.72,4.08,2.19,7.67],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[12.35,24.08,0.45,34.78,7.37,0.42,12.85,0.43,4.59],
[1.28,15.62,16.02,29.65,3.54,1.55,9.81,8.49,1.9],
[3.89,23.94,5.22,33.05,0.01,0,4.77,0.87,21.26],
[22.31,29.34,2.04,35.45,6.85,0.46,0.04,2.55,19.03],
[13.89,17.23,1.64,0.2,5.41,0.03,3.75,5.38,12.75],
[19.41,15.46,5.92,1.92,20.42,9.72,21.26,6.16,0.09],
[4.59,26.28,0.05,0.86,11.28,1.64,0.98,10.4,3.28],
[0.9,0.34,9.99,0,10.31,0.02,1.11,5.06,1.71],
[1.31,1.51,1.77,2.08,5.38,0.27,17.82,0.01,19.85],
[6.44,13.54,9.19,21.54,10.68,1.85,7.62,4.67,6.3],
[4.94,13.48,8.06,20.93,2.49,1,5.16,8.05,11.2],
[11.26,17.85,2.66,22.85,4.4,0.29,3.5,3.28,13.45],
[12.4,16.06,1.23,21.97,4.11,0.25,2.27,2.82,10.8],
[11.25,10.91,2.96,1.84,10.21,6.84,10.72,11.53,7.85],
[9.71,14.39,3.6,2.71,11.01,4.91,11.78,5.7,2.6],
[2.31,15.74,7.19,0.6,7.2,0.98,0.7,5.47,4.9],
[2.2,1.72,5.04,1.43,5.49,0.25,9.66,3.2,10.49],
[5.5,16.61,6.14,22.7,9.67,1.75,5.92,6.64,8.63],
[7.88,15.02,6.14,21.7,3.51,1.24,3.63,10.46,9],
[8.27,14.26,2.37,16.51,3.12,0.23,2.91,2.63,11.38],
[14.37,15.11,2.93,14.69,10.11,4.67,7.24,7.99,7.4],
[7.6,14.84,2.44,3.23,7.44,4.92,8.18,8,5.57],
[6.96,10.75,5.54,2.44,10.41,3.33,9.72,4.23,5.15],
[2.1,10.5,5.16,1.98,5.65,0.67,7.87,3.69,7.71],
[9.19,14.95,5.56,20.37,7.59,2.14,4.98,10.14,8.29],
[6.76,12.22,4.66,18.77,2.94,1.1,3.6,7.85,8.79],
[11.04,12.82,2.82,12.4,8.92,3.56,7.97,6.04,9.27],
[10.87,14.7,2.89,11.22,7.68,3.88,6.39,6.14,6.27],
[5.85,13.3,4.21,3.37,7.82,3.95,7.95,7.09,5.65],
[6.64,8.06,4.28,3.91,7.89,2.74,10.37,3.31,6.35],
[7.61,13.5,4.45,17.45,6.91,2.03,4.32,8.21,7.79],
[8.91,12.19,5.27,15.14,7.2,3.14,6.79,8.23,7.79],
[8.97,13.85,2.63,10.3,7.14,3.22,7.78,4.98,7.59],
[9.29,12.76,3.8,9.1,8.81,3.39,6.87,5.95,6.9],
[5.57,10.77,3.5,5.09,6.32,3.6,8.47,6.16,7.36],
[10.19,12.56,5.35,14.55,8.68,3.2,7.67,8.01,6.95],
[7.52,12.53,5.09,12.67,6.01,2.84,6.65,7.28,6.58],
[8.1,12.86,3.67,8.84,8.73,2.98,8.66,4.97,7.38],
[9.19,10.65,3.22,8.66,7.34,3.31,7.25,5.48,7.5],
[8.99,13.48,5.42,12.62,7.53,2.86,7.83,7.42,6.09],
[6.95,11.63,5.19,10.9,7.48,2.65,7.46,6.61,6.43],
[8.4,11.12,3.25,8.84,7.51,3.05,8.28,4.7,8.3],
[8.6,12.97,5.29,11.16,8.17,2.63,8.88,6.69,6.17],
[7.36,10.22,4.56,10.25,6.57,2.71,7.33,5.98,7.49],
[9.18,11.66,4.7,10.8,7.27,2.63,8.37,6.05,6.97],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
[10.44,3.59,5.61,7.53,11.71,3.92,11.42,8.41,0.16],
[6.13,0.05,0.94,1.2,2.14,10.04,0.05,0,6.41],
[0.86,32.81,3.3,6.02,9.5,5.99,8.49,4.44,2.67],
[0.79,0.05,11.42,10.63,0.48,6.48,28.73,5.12,2.51],
[0.03,3.3,1.19,18.73,0.46,0.01,5.58,0.42,2.51],
[0.4,7.45,0.02,18.18,0.34,3.56,0.02,2.65,0],
[6.66,11.38,6.73,9.55,7.96,4.03,2.38,0.06,3.18],
[21.32,16.76,1.46,15.46,2.98,8.65,28.13,3.03,0.94],
[2.83,0.06,1.58,6.92,0.39,15.24,4.93,1.88,1.16],
[5.71,2.15,5.9,3.81,5.9,5.12,7.15,5.71,3.71],
[6.18,22.74,1.65,6.61,10.77,15.85,6.12,3.04,8.81],
[0.55,22.74,5.72,5.77,5.23,4.16,14.4,3.19,1.73],
[0.66,1.97,5.95,10.16,0.94,4.18,14.43,2.71,5.02],
[0.21,10.47,0.91,12.3,0.8,2.49,3.51,1.34,1.67],
[3.62,6.41,4.76,9.7,6.64,2.54,1.74,1.54,2.12],
[10.71,9.55,7.56,8.57,4.05,12.4,14.88,1.77,3.89],
[10.92,10.52,1.02,8.02,1.53,8.27,14.19,1.68,2.09],
[4.93,15.17,4,5.12,8.19,11.01,6.64,8.65,7.56],
[4.27,23.61,4.21,5.2,8.89,10.58,9.67,2.38,5.93],
[0.47,15.19,3.97,8.26,3.49,3.09,9.63,2.14,3.35],
[0.46,8.79,4,9.82,1.43,3.39,9.68,3.7,4.6],
[2.61,7.43,5.28,9.63,6.45,1.92,2.7,1.09,1.9],
[7.24,8.07,7.64,11.89,4.49,8.36,10.1,3.26,3.74],
[7.28,7.28,5.12,6.25,2.78,9.07,10.24,1.22,5.27],
[3.72,18.27,6.83,4.81,7.04,8.32,11.09,6.49,5.93],
[3.23,18.35,3.4,8.48,6.87,7.95,7.26,1.79,5.15],
[0.39,13.99,3.01,7.85,2.8,2.98,7.26,2.82,3.5],
[2.69,6.68,5.32,7.98,6.77,3.1,8.57,3.37,3.59],
[5.44,10.15,8.87,10.06,5.13,6.29,10.74,2.76,2.88],
[5.6,7.37,6.12,8.93,3.68,6.81,7.94,2.47,5.7],
[2.98,15.37,6.11,7.01,5.72,6.7,9.07,5.36,5.04],
[2.81,15.66,2.79,7.59,5.5,7.74,5.83,2.29,4.49],
[2.16,11.79,4.29,6.99,6,2.7,6.89,2.7,2.89],
[4.55,9.95,7.53,9.26,5.98,7.53,11.82,5.14,3.57],
[4.51,10.13,7.89,8.13,4.67,5.45,9.35,2.26,4.56],
[2.6,13.43,5.38,6.67,4.77,6.98,7.73,4.77,4.37],
[3.37,14.13,3.71,7.24,6.88,6.48,5.74,2.25,3.97],
[3.81,12.37,6.49,7.93,5.33,6.28,9.88,4.32,2.97],
[3.88,10.6,6.79,7.73,5.81,6.4,10.13,4.51,4.46],
[3.26,12.62,5.36,6.38,6.27,5.99,7.85,4.19,4.06],
[5.12,13.59,5.57,7.64,6.02,8.12,8.53,3.72,4.16],
[3.36,11.93,6.11,6.82,5.16,5.5,8.74,3.92,3.85],
[4.64,12.17,6.34,6.97,5.65,7.29,9.39,4.85,4.39],
[4.68,12.66,5.34,6.75,5.61,7.38,7.73,3.47,5.14],
[4.27,11.43,5.91,6.23,5.41,6.77,8.47,4.4,5.47],
[0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0],
