588
42
5
174000
[[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[3.25,10.04,26.86,6.92,3.35],
[3.86,2.35,0.09,3.81,11.09],
[2.67,0.27,34.36,12.85,14.96],
[6.99,8,20.1,1.64,0.77],
[4.09,5.28,7.45,17.29,0.03],
[2.38,11.5,16.94,10.57,5.56],
[2.21,2.28,24.13,6.44,8.78],
[9.32,4.54,18.79,12.72,8.23],
[3.82,4.52,10.21,9.07,0.64],
[2.01,11.03,20.68,8.04,6.26],
[6.21,3.46,16.2,8.85,6.03],
[6.25,3.2,13.96,10.7,5.62],
[5.97,8.59,16.12,8.21,4.96],
[4.69,2.87,14.4,8.07,4.55],
[4.91,7.71,13.91,8.32,4.04],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[10.72,23.19,16.88,11.19,0.12],
[22.85,23.67,5.45,4.59,0.28],
[3.95,2.29,0.74,2.4,14.42],
[11.23,0.24,2.46,0.71,0.04],
[0.05,5.48,15.29,4.15,8],
[11.95,15.62,8.49,5.74,0.38],
[11.53,12.4,5.47,6.87,11.14],
[14.56,2.18,3.04,1.2,10.18],
[8.05,4.57,7.74,4.38,4.96],
[7.97,10.42,6.21,5.56,9.35],
[12.44,8.27,7.92,4.99,11.69],
[14.61,6.48,5.35,2.97,7.8],
[10.26,7.88,6.88,4.29,11.66],
[11.92,8.22,7.12,4.48,8.93],
[10.91,8.65,6.87,4.28,9.33],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[9.07,1.98,13.42,0.13,6.2],
[14.36,8.32,4.47,0.14,3.23],
[2.76,21.78,1.98,0.39,0.7],
[0.17,10.4,8.41,0.27,0.24],
[9.9,0.06,3.54,35.11,2.98],
[8.01,9.58,6.76,0.09,3.3],
[7.22,11.09,6.28,0.51,1.62],
[1.5,11.42,4.2,0.65,0.35],
[5.85,6.44,4.33,21.55,2.7],
[5.35,8.97,5.78,0.34,2.31],
[4.97,7.97,4.98,0.9,1.22],
[6.87,7.67,2.89,14.87,1.81],
[4.05,7.65,5.49,0.72,1.74],
[6.69,6.1,4.09,11.21,2.72],
[6.05,6.43,4.49,9.12,2.51],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[13.36,30.58,25.63,3.23,9.64],
[1.26,15.35,5.85,0.3,10.81],
[5.81,5.41,2.86,14.15,0.98],
[0,0,3.15,7.68,5.48],
[10.17,3.48,2.25,6.06,16.3],
[7.01,16.17,12.82,3,6.83],
[2.91,7.76,8.53,8.27,5.69],
[3.98,3.56,2,7.6,5.85],
[6.65,2.36,1.82,4.61,8.22],
[8.82,12,9.85,5.92,4.57],
[2.78,5.2,5.7,5.61,5.61],
[5.4,2.99,1.72,6.81,6.21],
[8.6,9.52,7.52,4.62,5.39],
[4.05,5.06,5.32,6.02,6.93],
[7.54,7.92,6.38,4.93,6.02],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[10.35,2.65,20.87,22.51,0.01],
[0.27,11.47,0.01,20.03,5.31],
[0.11,27.98,5.41,14.96,2.71],
[2.25,0,10.22,11.57,0.59],
[3.75,0.32,3.41,4.32,0.9],
[8.21,5.74,13.62,14.21,3.74],
[0.14,14.36,3.77,11.79,2.82],
[1.9,18.48,5.46,8.92,1.36],
[2.06,0.2,5.15,5.88,1.48],
[6.06,10.21,9.46,12.51,2.49],
[1.29,12.33,3.81,10.54,1.98],
[1.61,14.95,3.76,6.55,1.32],
[4.73,10.43,9.68,10.35,2.08],
[1.21,11.41,3.02,7.95,2.14],
[4.43,10.72,7.76,8.51,2.43],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[19.59,25.21,0.64,5.99,5.68],
[8.2,11.86,8.74,15.9,0.57],
[0.08,5.64,1.64,0.87,6.59],
[0.18,21.39,2.6,23.81,24.08],
[3.33,0.12,2.25,1.36,0.27],
[10.08,13.18,4.68,8.09,5.37],
[4.99,17.12,4.39,13.67,6.07],
[0.25,10.7,4.2,13.41,12.05],
[2.85,13.27,1.62,12.98,17.95],
[6.73,13.28,3.21,9.25,11.05],
[3.39,13.21,4.03,13.4,8.38],
[2.58,9.02,2.8,10.52,12.35],
[5.09,12.22,3.07,10.06,9.9],
[3.52,10.37,3.08,10.47,9.27],
[5.5,10.58,2.53,8.43,9.43],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.29,5.38,0.18,3.23,0.15],
[1.16,7.37,0.54,3.13,1.71],
[1.5,5.15,0.03,0.24,23.05],
[8.28,10.72,0.14,1.81,28.58],
[7.07,8.12,0.99,10.26,1.11],
[0.58,4.3,0.27,2.12,0.91],
[0.89,4.24,0.29,1.67,12.32],
[4.17,5.63,0.16,1.8,17.31],
[5.13,6.34,0.51,10.91,23.55],
[0.62,3.63,0.2,1.42,8.83],
[3.52,6.38,0.23,1.69,11.55],
[3.44,4.76,0.34,10.28,16.09],
[2.7,4.93,0.17,1.71,8.75],
[2.93,5.07,0.43,7.71,12.23],
[2.36,4.26,0.35,7.31,9.79],
[1.67,2.08,20.74,1.69,0.3],
[7.64,9.55,22.45,4.06,4.15],
