3025
100
5
192000
[[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[20.8,11.33,0.34,4.99,13.16],
[9.59,12.25,33.29,0,13.21],
[13.62,0.58,10.76,14.96,5.88],
[3.59,10.08,1.58,0.88,5.45],
[1.14,0.05,4.21,4.99,5.02],
[0.05,28.2,1.11,0.11,10.67],
[1.96,2.06,1.98,0.77,0.04],
[13.11,6.7,0.02,0.06,13.16],
[33.62,5.41,12.45,6.52,11.76],
[10.85,7.87,20.19,3.39,8.79],
[7.86,6.77,16.75,9.87,6.85],
[6.81,8.73,10.99,12.99,3.78],
[1.81,7.2,2.14,2.52,3.49],
[0.63,18.08,4.98,3.88,5.58],
[1.55,15.09,3.05,0.77,7.59],
[13.42,8.32,1.47,0.7,8.3],
[17.16,4.06,7.97,3.96,8.32],
[12.18,5.34,13.53,7.05,6.59],
[5.35,7.68,12.33,12.72,6.43],
[5.08,9.15,7.33,8.71,3.64],
[1.21,13.25,3.43,2.81,5.58],
[1.14,14.12,7.22,4.28,5.06],
[11.75,11.64,3.07,0.96,7.94],
[13.21,5.55,5.36,2.66,6.12],
[9.22,7.23,10.53,9.54,5.76],
[4.22,7.53,9.58,9.6,5.07],
[3.93,11.42,6.02,6.66,4.57],
[1.82,11.02,5.95,3.71,5.98],
[9.01,11.04,7.43,4.27,6.1],
[10.98,9.12,4.7,2.08,7.02],
[8.07,7.84,8.96,7.68,5.01],
[3.41,10.42,8.72,7.68,6.36],
[3.45,9.66,6.61,5.92,4.89],
[9.23,9.36,6.8,4.11,6.03],
[8.8,9.56,6.95,3.94,5.64],
[6.99,9.54,8.74,6.4,5.75],
[3.2,9.4,9.65,6.62,6.95],
[8.46,8.73,6.75,5.45,5.24],
[8.59,8.26,6.28,3.71,5.97],
[6.08,8.62,10.07,5.68,6.16],
[7.97,8.43,10,5.93,6.57],
[8.26,7.74,6.54,5.16,5.21],
[9.08,7.99,10.76,5.21,6.02],
[7.69,7.73,9.08,5.81,6.69],
[8.99,7.33,9.73,5.17,6.1],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[29.11,6.59,5.31,0.3,1.98],
[1.22,6.09,7.45,2.21,9.16],
[0.3,17.52,23.87,0.28,7.33],
[2.88,2.88,0.09,2.08,0.02],
[3.33,1.17,15.9,0.06,1.01],
[0.83,0.12,4.32,9.29,3.75],
[2.81,0.43,0.2,2.62,0.04],
[11.42,34.53,5.41,13.06,1.77],
[0.76,0,30.65,0.22,0.37],
[16.25,4.23,4.31,2.21,4.59],
[1.41,8.86,11.99,1.13,5.53],
[2.73,8.87,15.01,1.06,5.13],
[2.07,1.48,11.45,1.19,0.77],
[1.66,1.11,7.96,6.74,1.88],
[3.45,0.52,3.64,4.65,2.78],
[5.71,20.73,4.45,14.35,1.03],
[10.08,23.07,15.46,7.73,1.96],
[10.97,8.59,10.23,1.68,3.73],
[3.89,5.94,10.1,2.01,4.11],
[1.95,6.82,13.28,0.85,5.4],
[1.42,1.11,7.86,4.52,1.26],
[2.51,1.52,5.43,4.61,1.92],
[4.22,14.51,7.94,9.86,2.01],
[7.1,20.71,10.32,12.65,1.71],
[8.91,6.73,10.33,2.74,3.2],
[2.91,5.12,9.97,1.86,4.24],
[1.58,5.85,9.97,3.44,4.13],
[2.46,1.26,5.9,3.47,1.45],
[3.69,10.9,7.01,7.66,1.52],
[5.35,17.3,9.67,9.49,1.92],
[7.33,6.42,9.5,2.75,3.64],
[2.61,4.72,7.98,3.24,3.5],
[2.73,5.69,8.09,2.83,3.41],
[3.15,9.5,6.45,6.34,1.22],
[5.15,13.96,9.39,7.64,1.54],
[6.13,6.29,7.98,3.4,3.09],
[3.87,4.86,6.74,2.73,3.05],
[3.03,10.33,9,5.29,3.05],
[4.33,13.01,9.16,6.74,1.29],
[6.16,6.62,7.03,2.91,2.73],
[3.73,8.86,7.74,5.16,2.75],
[3.89,12.48,10.16,5.83,3.08],
[6.04,9.24,8.25,5.35,2.54],
[4.16,10.97,8.89,5.88,2.76],
[6.52,10.68,8.91,6.21,2.62],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[4.59,12.5,15.13,8.69,7.84],
[0.77,2.23,26.21,3.7,3.33],
[2.4,0,2.98,0.45,12.75],
[0.83,4.77,2.69,2.58,6.99],
[8.57,0.26,12.55,10.08,0.02],
[24.71,2.21,4.32,11.47,32.81],
[9.5,0.48,0.24,0.98,9.07],
[2.88,0.64,12.5,10.26,6.3],
[8.53,1.96,1.14,11.91,0.59],
[2.32,6.3,14.28,4.48,10.85],
[3.02,1.42,13.57,1.91,6.38],
[3.1,3.29,1.89,1.3,19.46],
[4.49,2.61,6.29,5.04,4.44],
[12.49,1.14,6.34,7.2,22.4],
[12.59,1.1,3.73,6.07,16.42],
[11.74,1.11,7.33,5.38,15.29],
[4.3,2.48,6.58,7.41,3.31],
[2.55,4.23,9.6,3.06,8.24],
[4.51,2.45,11.46,2.89,14.01],
[3.69,2.66,5.83,3.58,16.95],
[8.51,3.5,4.23,4.99,15.14],
[8.6,0.77,4.47,4.82,15.29],
[10.59,1.03,5.64,10.79,14.35],
