225
25
7
228000
[[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[12.05,0.95,2.81,0.06,3.75,6.55,6.92],
[1.14,34.53,15.9,10.76,31.36,3.95,1.14],
[7.41,3.89,7.84,20.93,37.76,15.79,15.79],
[21.32,1.39,2,15.46,1.75,10.08,0.01],
[6.32,19.83,8.02,7.74,16.18,10.39,3.5],
[7.64,17.89,8.39,11.12,23.14,7.9,14.12],
[10.77,1.97,3.92,12.27,20.92,8.84,10.29],
[6.81,14.53,5.59,7.82,15.46,8.54,9.59],
[8.09,13.59,5.97,9.37,15.84,5.97,13.65],
[8.49,13.19,4.51,7.8,11.97,7.74,10.25],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0.37,7.76,9.55,12.8,14.58,1.14,0.02],
[0.22,16.65,11.91,25.13,3.46,5.51,32.97],
[3.13,4.99,20.67,22.38,0.29,2.83,4.5],
[0.08,3.86,29.8,13.99,0.05,0.04,9.81],
[0.2,8.69,7.2,13.33,7.29,2.76,21.42],
[1.67,8.35,11.26,15.86,1.83,2.93,16.86],
[1.8,8.83,17.1,12.45,0.31,2.14,13.97],
[1.5,5.89,10.16,12.22,5.02,1.95,15.66],
[1.38,7.76,13.91,13.13,1.22,2.1,14.7],
[1.49,6.53,11.23,10.47,3.94,1.59,13.17],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0.16,8.45,7.53,0.2,2.62,6.99,2.44],
[1.66,3.92,0.95,7.96,0.79,14.47,7.76],
[20.93,0.39,16.99,0.25,16.42,1.05,0.03],
[17.82,2.6,1.17,0.11,21.85,7.72,5.88],
[0.87,4.41,3.87,6.29,1.32,7.6,3.9],
[11.13,2.05,9.28,4.54,9.07,7.75,5.52],
[12.96,2.66,9.14,0.34,12.88,7.75,3.66],
[7.99,2.98,12.2,5.38,8.87,5.27,3.74],
[8.7,2.3,7.09,3.07,8.62,7.57,4.63],
[6.7,3.55,11.1,4.31,7.77,6.08,3.47],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[6.52,18.73,10.76,4.81,4.26,0.04,0.41],
[11.28,19.16,2.14,0.17,1.16,7.68,11.42],
[2.62,0.39,0.29,0.01,0.22,2.71,13.11],
[17.11,5.09,6.23,1.38,10.58,11.71,14.15],
[6.15,12.63,5.4,3.93,2.13,4.79,6.44],
[12.89,11.21,1.1,0.1,1.26,3.89,8.2],
[8.69,4.59,3.45,0.86,6.18,13.38,9.09],
[8.62,8.78,3.82,3.05,1.55,3.21,5.55],
[10.47,8.21,4.18,0.85,4.16,9.06,8.53],
[7.88,7.63,4.47,3.68,4.47,6.81,6.81],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[0,0,0,0,0,0,0],
[7.07,15.74,3.78,1.79,0.46,25.13,4.74],
[1.41,0.11,14.63,0.15,0.02,0.4,0.11],
[2.81,0.1,25.35,1.53,15.24,15.68,3.65],
[1.94,15.46,0.95,23.74,24.99,0.82,0.7],
[7.76,11.44,7.32,0.95,0.26,14.92,3.72],
[1.49,0.07,13.81,1.44,9.84,12.38,2.08],
[1.61,11.18,14.26,12.83,13.81,8.61,1.83],
[5.17,8.39,9.78,1.18,8.35,13.61,2.94],
[1.22,8.16,9.82,8.63,9.53,10.14,1.44],
[4.66,9.91,8.09,7.56,7.81,10.72,2.21],
[0.47,15.57,1.28,5.48,2.51,9.99,4.41],
[4.74,4.56,0.08,2.18,0.09,2.78,23.81],
[2.51,0.12,0.67,0.06,16.3,7.11,3.73],
[8.45,0.01,6.59,0.01,2.46,8.95,14.31],
[4,9.42,2.18,0.01,0,0,0.31],
[4.51,9.07,4.24,4.41,6.39,6.45,10.43],
[2.81,18.08,9.47,12.22,14.74,3.32,12.82],
[3.8,2.99,11.42,14.46,13.7,6.23,12.2],
[7.27,3.24,10.8,9.82,1.02,4.88,6.42],
[3.24,14.16,6.09,8.51,9.89,5.57,11.67],
[3.77,10.93,8.76,10.88,10.5,4.59,12.44],
[5.06,4.79,8.65,9.89,8.89,4.4,12.33],
[3.56,10.26,6.98,8.64,8.83,5.45,10.88],
[4.35,9.16,8.69,9.69,7.58,3.6,12.22],
[4.54,9.03,7.02,8.15,7.1,4.74,10.42],
[2.29,7.8,0.97,5.54,17.58,6.16,2.62],
[0.26,8.41,1.77,2.81,1.55,0.82,11.09],
[5.15,9.99,1.31,0.27,2.27,5.58,27.01],
[16.59,0.09,0.52,13.83,9.5,9.12,10.58],
[0.19,10.72,25.99,0.12,1.86,0.19,5.31],
[0.86,5.4,6.58,4.41,7.18,4.62,4.9],
[1.91,6.87,4.29,11.26,1.43,8.44,14.16],
[8.56,3.79,13.14,9.25,5.98,6.12,13.41],
[8.17,3.62,15.97,6.6,7.79,4.58,5.38],
[1.66,5.86,4.52,7.95,4.77,6.35,10.13],
[5.23,4.18,8.24,9.75,4.89,6.91,10.7],
[6.03,4.6,13.73,5.66,5.28,6.21,9.57],
[4.07,4.2,9.59,7.77,6.02,5.84,8.75],
[4.35,4.57,10.13,7.67,4.29,5.76,8.57],
[3.65,4.48,10.4,6.67,5.37,5.29,7.43],
[0.01,0.2,0.11,0.14,3.08,1.58,1.88],
[8,0.95,0.74,4.44,4.84,2.49,0.2],
[3.3,2.02,0.14,0.09,4.06,24.99,0.02],
[1.3,2.02,10.31,0.01,6.3,5.41,13.36],
[1.11,0.61,21.39,2.6,29.34,15.02,6.41],
[3.45,9.1,6.33,2.69,4.9,2.36,1.51],
[4.48,7.73,1.29,3.26,3.61,9.34,6.41],
[7.93,1.6,7.1,0.09,5.59,10.2,6.44],
[12.44,3.37,12.7,0.99,12.22,6.88,6.89],
[2.86,6.87,3.87,4.41,3.75,6.42,4.33],
[9.92,5.54,4.41,2.1,4.32,6.86,6.54],
[8.67,3.77,8.75,0.62,9.24,9.24,5.16],
[7.27,5.23,6.96,3.8,4.89,5.38,5],
[8.58,4.75,6.38,2.13,7.29,7.25,5.71],
[6.69,5.18,7.79,3.89,7.19,5.95,4.75],
[5.38,0.04,5.68,11.76,11.28,4.59,1.64],
[8.36,0.03,8.08,0.01,0.38,9.37,0.06],
[0.52,20.61,5.99,0.02,3.3,0.12,15.74],
[6.62,13.01,9.77,1.43,2.6,7.03,2.44],
[8.74,6.66,0.12,23.53,0.02,2.81,9.2],
[4.58,11.49,4.88,4.05,4.21,8.53,1.89],
[6.41,9.61,5.62,0.12,1.38,3.93,6.81],
[2.38,11.22,8.62,0.7,5.16,7.62,6.55],
[6.37,7.02,3.68,10.6,12.22,4.34,5.31],
[5.67,11.02,5.35,2.63,3.19,7.91,4.64],
[5.82,8.75,6.79,0.68,4.48,6.51,4.58],
[4.2,8.37,7.09,6.43,8,8.91,6.34],
[5.97,9.74,5.88,2.5,4.87,7.36,3.71],
