225
25
5
174000
[[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.16,0.02,1.1,0.67,0.02],
[17.23,0.74,16.36,4.9,6.59],
[0.73,1.77,2.53,6.44,16.19],
[3.46,0.57,5.35,6.59,9.42],
[12.71,0.43,8.81,2.5,4.15],
[14.34,2.44,8.3,11.31,8.3],
[1.73,2.23,7.7,4.34,8.84],
[15.53,2.01,6.16,8.67,5.56],
[9.57,3.49,7.59,7.55,6.3],
[12.02,3.36,5.84,6.52,4.84],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[1.57,12.1,0.42,2.16,11.96],
[4.12,0.67,1.51,0.13,0.84],
[1.2,12.1,13.68,4.68,18.48],
[1.79,20.67,15.07,4.32,5.35],
[2.1,6.61,0.76,1.88,6.42],
[5.03,10.42,13.16,2.69,15.52],
[2.97,11.31,9.59,3,9.26],
[3.46,8.52,9.76,2.28,11.34],
[7.12,8.86,9.28,2.08,10.72],
[5.87,8.69,7.49,2.11,8.61],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[9.99,4.93,0.14,10.22,4.12],
[0.01,18.42,4.53,1.96,6.52],
[14.2,1.94,0.35,0.05,1.05],
[12.25,2.29,1.92,14.74,1.75],
[6.91,9.21,2.59,11.1,10.54],
[9.19,9.59,4.1,1.54,3.3],
[8.84,1.41,0.97,9.3,0.96],
[8.09,6.41,3.51,9.86,7.94],
[6.65,8.42,2.77,6.23,3.31],
[6.99,6.5,2.63,9.29,8.14],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.61,0.07,5.68,0.48,0.44],
[1.86,6.23,0.5,0.87,1.08],
[1.26,0.01,0.01,4.9,3.51],
[13.78,1.66,0.95,0.21,24.08],
[2.35,3.75,3,0.47,1.48],
[1.06,3.98,0.3,2.47,4.36],
[7.25,1.2,0.58,2.73,12.27],
[1.57,3.58,2.08,1.97,4.87],
[6.55,2.79,0.87,1.89,8.39],
[6.79,2.7,1.74,1.81,6.83],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.03,3.28,0.05,1.88,0.01],
[1.62,9.33,0.87,3.05,8.08],
[11.09,0.67,6.41,6.48,2.1],
[0.01,0.22,9.25,0,3.95],
[0.96,4.72,0.47,1.69,5.58],
[5.65,5,6.43,3.39,4.04],
[7.2,0.86,5.3,4.41,5.95],
[3.86,3.33,5.05,2.82,3.84],
[5.22,3.33,4.83,2.94,4.71],
[4.21,2.5,4,2.93,3.94],
[0.97,1.34,1.64,0.74,0.14],
[0.45,22.85,0.78,2.04,15.85],
[7.8,9.59,13.68,0.18,0.25],
[6.52,2.93,2.53,26.28,0.05],
[0.41,4.32,0,0.23,0.29],
[0.59,9.92,1.29,1,7.15],
[9.12,10.81,9.46,1.84,5.82],
[5.41,4.94,6.14,8.84,11.64],
[2.36,7.1,7.24,8.88,4.94],
[6.33,8.26,6.12,1.76,5.8],
[10.16,7.68,9.18,6.73,11],
[3.35,6.21,7.21,5.36,7.24],
[9.04,6.43,7.47,5.58,8.16],
[8.18,7.72,7.54,4.88,7.91],
[8.38,7.32,6.33,4.5,6.44],
[11.62,2.88,1.34,0.24,2.49],
[2.25,0.19,0.77,1.51,9.03],
[0.41,9.2,0,5.15,0.22],
[4.12,3.38,9.5,21.65,13.99],
[7.88,17.82,0.34,1.6,7.57],
[7.87,6.44,0.88,4.22,8.86],
[1.5,7.49,2.14,2.74,3.53],
[5.46,4.92,6.24,9.56,9.46],
[4.78,8.6,7.91,8.27,9.39],
[4.81,6.39,1.61,5.8,7.91],
[6.24,8.04,7.94,6.12,7.62],
[4.86,7.04,5.11,7.05,7.32],
[6.36,6.43,6.62,7.3,8.27],
[5.9,8.29,5.9,5.26,6.57],
[5.99,6.99,5.22,5.98,7.57],
[0.32,0.19,18.61,22.78,11.14],
[8.69,5.71,5.28,0.78,0.41],
[2.88,0.35,0.77,0.17,8.69],
[0.9,3.54,0.04,4.06,14.42],
[1.34,0.84,6.55,5.22,0.05],
[5.59,3,9.22,8.9,4.16],
[4.22,9.7,3.36,1.23,3.42],
[5.25,1.67,0.31,2.07,9.11],
[9.42,1.47,2.23,5,11.29],
[5.51,5.97,5.97,7.09,4.88],
[5.01,7.01,2.52,1.64,5.55],
[6.45,1.21,1.5,4.84,8.52],
[4.79,5.29,4.51,5.66,5.77],
[5.89,5.36,2.82,3.57,6.44],
[6.34,4.52,4.28,5.83,6.85],
[11.62,0.24,0.38,10.53,7.64],
[6.06,4.12,4,15.4,4],
[5.61,2.16,0.13,9.68,3.54],
[0.03,4.77,4.35,11.86,5.31],
[11.96,1.88,0,15.62,21.06],
[5.95,2.17,2.23,9.36,3.94],
[5.05,7.23,1.39,9.56,3.06],
[5.19,2.46,2.63,10.95,4.79],
[6.41,2.74,4.14,9.19,10.21],
[5.85,4.45,1.59,7.91,3.38],
[4.35,5.75,2.7,9.66,3.68],
[5.83,2.51,2.56,10.21,7.3],
[4.85,4.32,3.06,8.78,3.74],
[5.13,4.4,2.44,9.51,5.82],
[5.43,3.58,2.55,9.05,5.38],
[10.62,4.13,2.98,0.94,1.36],
[1.13,16.76,1.55,3.54,8.61],
[6.68,6.27,9.07,2.91,0.46],
[3.64,2.11,4.75,16.05,9.91],
[4.33,8.91,0.22,1.63,4.25],
[5.77,10.41,2.1,2.78,5.89],
[5.57,10.41,7.9,3.63,4.81],
