225
25
5
192000
[[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[12.35,5.02,6.12,11.28,11.28],
[0.3,7.92,7.49,12.85,0.27],
[0.04,13.31,0.04,4.62,2.62],
[2.83,0.39,1.16,0.12,12.45],
[7.16,12.84,4.56,8.06,8.88],
[0.15,7.31,4.67,6.51,2.5],
[2.14,10.65,0.66,2.67,6.24],
[5.28,9.08,3.37,5.76,10.68],
[1.44,7.11,4.84,4.35,4.25],
[6.33,7.59,3.66,4.36,8.6],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[21.65,8.04,0.98,0.06,4.59],
[0.16,8.82,8.28,10.17,2.55],
[13.36,5.51,32.4,4.32,1.34],
[0.37,3.25,21.71,1.84,0.34],
[15.79,5.63,8.07,6.28,2.48],
[8.04,4.91,16.2,14.08,1.36],
[10.64,8.66,18.39,2.23,1.58],
[12.21,4.61,11.31,12.68,1.98],
[9.59,6.1,12.46,9.98,1.25],
[10.74,6.57,10.21,10.71,2.05],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[11.62,18.67,12.8,1.41,10.53],
[0.21,6.66,0.14,0.47,11.91],
[6.48,4.35,0.34,9.81,2.71],
[1.69,15.85,5.75,11.42,1.23],
[6.84,9.45,9.5,1.8,7.49],
[5.24,10.93,0.46,5.42,13.54],
[3.24,7.93,3.12,7.1,1.41],
[6.03,9.1,8.38,3.8,9.1],
[3.64,8.78,2.08,4.77,9.67],
[4.52,8.77,6.6,3.96,7.26],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.95,0.36,14.26,0.33,26.14],
[0.09,2.83,24.08,7.41,0.95],
[0.52,8.9,15.51,24.71,7.49],
[1.46,15.74,2.69,0.84,9.29],
[0.5,2.8,13.21,6.2,14.73],
[0.26,4.48,13.51,12.39,7.41],
[1.9,8.54,16.44,13.99,5.62],
[0.69,3.25,10.66,8.53,11.24],
[1.44,6.21,12.47,9.37,5.34],
[1.87,5.4,11.8,7.08,9.7],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.17,4.18,5.09,14.53,0],
[15.07,4.74,9.9,6.52,0.43],
[15.24,0.22,21.32,5.54,0.12],
[0.42,0.09,21.19,13.06,21.13],
[9.1,8.91,5.26,7.54,0.29],
[10.1,2.62,11.13,4.03,0.22],
[12.13,0.3,14.17,6.73,13.1],
[7.12,7.32,8.86,6.88,0.2],
[8.65,1.76,10.73,6.88,10.65],
[6.55,5.85,8.49,7.04,8.85],
[29.72,10.22,0,2.83,3.05],
[7.37,3.54,2.29,28.05,0.28],
[6.62,2.98,16.82,2.18,2.53],
[0.78,0.18,3.18,1.98,4.21],
[0.04,2.58,15.62,0.15,4.26],
[12.58,4.64,2.76,11.9,6.15],
[4.82,7.75,6.37,10.1,1.13],
[4.94,7.04,11.71,4.37,3.53],
[1.15,1.9,8.41,1.19,4.26],
[9.18,7.4,5.49,7.76,4.57],
[4.57,5.97,8.39,8.62,2.19],
[5.35,8.66,10.24,2.67,3.29],
[7.53,5.89,6.31,8.5,5.49],
[5.48,6.8,8.23,6.29,2.4],
[7.6,6.42,6.66,7,4.75],
[15.62,3.08,2.58,5.45,5.85],
[16.88,0.07,0.97,1.96,8.82],
[16.42,0.01,2.33,6.13,4.32],
[4.62,18.61,22.58,2.02,6.59],
[2.12,4.56,5.31,11.86,0.76],
[11.09,9.58,4.66,2.82,5.09],
[11.22,5.16,2.86,3.74,4.95],
[7.22,6.22,12.65,7.24,4.95],
[2.86,13.3,10.15,8.37,2.49],
[10.23,6.27,7.34,3.34,4.15],
[7.72,7.66,7.85,8.22,6.15],
[5.56,9.31,8.66,7.32,3.22],
[7.97,7.26,8.68,7.06,5.35],
[6.41,7.93,6.36,7.58,4.91],
[6.79,8.37,7.47,6.81,4.69],
[0.11,13.94,19.53,0.71,3.43],
[4.44,1.41,8.61,2.12,0],
[3.81,0.08,2.58,0.34,6.2],
[1.73,22.85,8.53,1.58,1.96],
[1.5,10.04,4.68,13.83,11.14],
[4.72,7.42,9.39,1.46,12.79],
[2.85,3.53,8.37,2.76,5.33],
[2.4,7.78,5.57,11.58,5.92],
[2.13,10.96,7.12,8.22,7.25],
[3.86,5.24,9.72,3.4,8.92],
[2.7,6.89,6.79,7.43,9.39],
[2.08,6.7,8.63,9.73,6.3],
[3.09,7.06,8.16,5.6,8.87],
[2.26,6.42,7.7,7.28,8.31],
[2.88,6.63,8.26,5.9,8.18],
[0.08,7.18,8.82,0.06,0],
[2.78,0,9.37,12.15,26.65],
[6.34,14.63,24.92,3.2,12.45],
[4.44,0.14,12.7,30.65,1.3],
[15.74,16.3,0.36,1.01,0.17],
[1.01,2.74,6.45,7.27,13.24],
[5.17,4.92,11.95,5.12,13.05],
[5.28,5.97,12.62,12.43,6.17],
[6.78,8.51,10.85,11.76,10.23],
[3.86,4.77,8.99,5.75,11.1],
[4.25,3.99,10.03,10.06,9.49],
[6.46,8.05,12.29,9.79,8.7],
[3.43,4.61,8.43,8.6,8.39],
[5.3,5.81,10.12,9.39,10.02],
[4.42,5.67,9.03,7.88,10.24],
[15.86,12.6,1.75,2.9,8.75],
[8.73,2.07,1.18,15.06,5.02],
[8.41,2.13,8.59,3.1,2.36],
[2.33,11.3,11.52,1.33,3.69],
[1.62,2.47,7.88,7.11,4.54],
[10.18,7.48,4.48,7.43,5.85],
