225
25
5
180000
[[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.79,3.46,20.42,1.62,20.03],
[1.57,2.1,0.71,1.92,4.62],
[0.86,24.36,14.91,2.35,4],
[3.75,0.01,0.05,3.95,12.35],
[2.32,5.5,11.55,3.54,10.02],
[2.39,12.87,12.58,4.27,2.88],
[1.88,15.94,10.55,2.17,6.21],
[3.66,9.28,11.95,6.51,8.8],
[2,12.27,13.13,2.97,6.12],
[2.81,9.3,11.29,4.9,8.15],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0.44,2.6,19.59,1.73,9.42],
[1.39,0.4,18.48,6.27,15.96],
[11,0.4,0,0.45,0.65],
[1.55,2.06,8.69,0.16,2.14],
[0.7,1.32,12.7,7.53,8.75],
[10.87,0.79,12.34,3.36,8.93],
[11.12,2.24,5.78,0.59,1.07],
[8,1.01,9.44,6.05,6.18],
[14.66,2.66,9.37,2.24,8.5],
[12.91,2.08,8.53,4.72,6.38],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[4.77,0.68,0.48,16.7,0.07],
[0.47,2.55,0.01,15.35,0.87],
[23.67,4.65,8.41,2.65,13.31],
[23.87,1.11,11,12.95,3.43],
[4.5,3.04,0.29,10.69,0.46],
[13.87,2.51,5.77,16.24,7.19],
[15.85,5.36,6.53,6.5,6.66],
[9.77,2.36,3.9,11.26,5.16],
[11,3.59,4.77,11.56,4.83],
[9.13,2.88,3.57,9.28,3.96],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[3.18,1.39,1.3,3.92,1.53],
[6.48,0.21,18.73,4.96,7.76],
[3.89,1.01,0.73,7.07,0.73],
[0.05,6.34,1.62,0.12,4.68],
[3.41,0.71,10.06,8.86,8.49],
[10.26,1.12,10.5,4.07,4.07],
[2.94,3.21,2.29,4.18,2.38],
[7.01,0.89,8.07,6.04,6.66],
[9.71,2.18,7.08,2.95,5.9],
[7.84,2.01,6.05,4.53,9.16],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[0,0,0,0,0],
[16.94,0.24,0.95,4,3.1],
[17.35,0.03,5.81,3.33,0.12],
[3.81,0.06,0.11,1.88,7.18],
[37.76,12.01,9.95,4.59,21],
[11.43,0.24,2.94,2.45,1.75],
[19.52,0.03,4.47,1.8,4.26],
[19.72,7.49,6.02,6.27,10.6],
[13.25,0.16,3.25,1.97,5.79],
[18.98,5.68,5.25,4.2,7.07],
[15.2,5,3.96,4.53,6.46],
[23.05,3.05,0,0.76,18.06],
[20.93,2.98,0.03,0.68,10.86],
[4.59,6.48,13.11,0.08,8.12],
[4.41,9.12,0.05,3.67,0],
[1.98,19.03,11.62,0.11,25.21],
[15.06,2.02,13.35,1.6,9.97],
[8.51,3.87,8.78,2.78,6.89],
[3.95,8.29,6.88,1.38,2.95],
[3.82,9.77,5.13,2.21,9.1],
[10.05,3.15,10.69,4.56,8.47],
[6.73,5.57,10.81,3.45,4.73],
[5.32,8.83,6.53,1.36,7.09],
[8.17,4.42,9.64,5.78,6.95],
[7.51,6.74,9.64,2.51,7.03],
[8.41,5.58,8.81,4.57,8.21],
[1.38,0.54,7.57,3.73,1.26],
[16.19,0,0.97,22.11,4.87],
[12.45,4.74,10.44,2.95,7.41],
[21.65,0.42,0.12,7.14,3],
[1.02,1.07,0.5,1.77,2.51],
[6.24,1.17,7.21,13.48,3.36],
[10.13,1.74,7.01,8.69,5.66],
[11.77,3.02,4.93,4.25,4.82],
[13.82,1.53,6.75,4.67,1.86],
[7.15,2.29,6.86,8.9,3.86],
[10.46,1.83,7.69,7.85,6.54],
[11.09,4.03,6.14,3.46,3.53],
[8.21,1.89,6.74,7.6,4.86],
[11.12,3.2,6.45,6.01,5.72],
[10.01,2.66,6.19,6.5,4.65],
[0.79,4.06,0.12,12.8,5.31],
[9.46,2.76,0.63,6.2,0.65],
[1.48,13.83,11.91,0.64,1.1],
[31.6,6.59,0.09,12.15,14.74],
[0.94,1.01,3.03,0.21,17.23],
[3.45,2.95,0.81,7.07,2.15],
[5.39,5.75,7.42,8.57,2.89],
[12.42,8.47,4.7,4.44,8.66],
[15.21,2.89,4.55,5.88,13.35],
[3.93,5.15,4.5,7.83,3.87],
[9.77,5.66,6.88,8.13,5.61],
[9.44,5.29,5.12,4.6,9.06],
[7.36,4.94,5.28,7.92,5.18],
[9.06,4.2,5.68,6.22,7.01],
[7.77,3.96,4.59,6.38,6.61],
[1.2,0.05,5.45,16.42,19.85],
[1.53,0.82,19.78,0,2.12],
[0.15,0.07,5.25,0.11,0.98],
[0.13,0.24,3.1,0.91,7.92],
[36.21,2.08,7.11,2.35,0.16],
[6.71,0.75,8.41,5.47,7.37],
[8.06,0.31,8.96,2.77,2.66],
[2.66,0.36,3.02,3.05,5.05],
[17.94,6.74,3.99,1.63,10.28],
[5.94,0.51,6.55,5.48,5.71],
[11.93,0.49,6,2.38,3.7],
[10.92,4.46,3.45,4.24,6.37],
[8.69,0.48,5.12,4.24,5.49],
[13.81,3.39,5.62,3.09,5.83],
[10.89,3.12,5.1,4.25,7],
[12.53,1.54,4.92,1.87,9.7],
[12.47,1.93,0.77,12.6,5.64],
[6.32,11.18,7.9,1.69,5.18],
[10.86,5.05,0.17,10.63,2.05],
[1.05,10.4,9.68,0.96,13.17],
[10.03,1.41,8.47,8.76,6.32],
[7.54,5.26,5.29,5.72,4.38],
